,location,text,hashtags,date
482,"The Dirty South, USA",RT @ChipQuasney: @axios Funny that his Feb 7 op-ed on COVID-19 was only full of reassurances: https://t.co/fN5PNYSjvK,[],2020-03-20 16:04:49
483,I invented post-it's ,RT @joshieyamaguchi: corona sis you leaving by may right? https://t.co/vwDdLhmAwz,[],2020-03-20 16:04:49
484,,i will strangle miss corona with my bear hands,[],2020-03-20 16:04:49
485,"Maryland, USA","RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:49
486,India,RT @chandansadhu: This lady from #Mohali was tested positive for Corona.These confirmed cases of Corona virus not cooperating with health c…,"[{'text': 'Mohali', 'indices': [33, 40]}]",2020-03-20 16:04:49
487,caught up in the afterglow ✨,"RT @GoYourOwnGay: All u fucks need to stay at home cause if I can’t spend the summer with my friends seeing all time low, ur gonna wish cor…",[],2020-03-20 16:04:50
488,,RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso,[],2020-03-20 16:04:50
489,nyc,RT @JoshuaKissi: So the real question is will The Corona Virus cause the housing market to crash? I've been waiting to purchase homes in NY…,[],2020-03-20 16:04:50
490,Cloud 9,How Corona gonna hit everybody thinking they safe with a mask on https://t.co/jutZCIQRbH,[],2020-03-20 16:04:50
491,"Brooklyn, NY","RT @RippleXrpie: 99% deal with the corona virus, while the digital age is getting ready. And if you read this you are one of the 1% who wil…",[],2020-03-20 16:04:50
492,மதுரை ,"RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:50
493,"Washington, DC","RT @WIRoBooks: Love in the Time of Corona (or, how to support indies like @busboysandpoets @chbooksdc @IguanaBooks @eastcitybooks @TheIvyBo…",[],2020-03-20 16:04:50
494,"Pacific Grove, California",RT @Phooj: @senatemajldr your wife @SecElaineChao is being called a virus by your so-called President @realDonaldTrump #racist #enough #res…,[],2020-03-20 16:04:50
495,,"RT @narendramodi: The young actors have something to say..

Its time to be 'Zyada Savdhan' and do 'Corona ka Punchnama'! #IndiaFightsCorona…","[{'text': 'IndiaFightsCorona', 'indices': [121, 139]}]",2020-03-20 16:04:50
496,"Chicago, IL",RT @Getthebagcoach: Dawg y’all funny man..... This Corona got y’all being creative .. https://t.co/Ax5oFFPlnB,[],2020-03-20 16:04:50
497,"Maryland, USA","RT @AOC: We need to cover 100% of the costs of uninsured &amp; underinsured people right now.

Not just Coronavirus bills, either - getting sic…",[],2020-03-20 16:04:50
498,,Stay Home Vogue (Vogue Corona Parody by Chris Mann) https://t.co/g4lRg8Cl9z via @YouTube,[],2020-03-20 16:04:50
499,...,RT @chandansadhu: This lady from #Mohali was tested positive for Corona.These confirmed cases of Corona virus not cooperating with health c…,"[{'text': 'Mohali', 'indices': [33, 40]}]",2020-03-20 16:04:50
500,Where we built a women's wall,"RT @sbjayesh: Remember Adani got 5 airports ?
Without any prior experience? Now a company without any prior knowledge  in viral testing got…",[],2020-03-20 16:04:50
501,"Twinsburg, OH","OUR Secretary of State just called the Corona virus the ""Chinese"" virus.  What an ASS!!!",[],2020-03-20 16:04:50
502,intergalactic ocean,Our maid was worried after we told her that you should stay at your home for next two weeks due to corona. Even aft… https://t.co/xiZOWWeanW,[],2020-03-20 16:04:50
503,"Tebet, Indonesia",RT @mkusumawijaya: Thi site of Jakarta #Covid19 response team is now bilingual (EN and ID). https://t.co/hmBRax5RDl cc. @GermanAmbJaka @Dub…,"[{'text': 'Covid19', 'indices': [39, 47]}]",2020-03-20 16:04:50
504,"San Diego,CA-Damascus-Beirut",RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso,[],2020-03-20 16:04:50
505,"Rasipuram, India","RT @savukku: This apparently with reference to the second Corona patient now admitted in Chennai, who travelled from Delhi in Tamil Nadu Ex…",[],2020-03-20 16:04:50
506,,RT @zairfulradzuan: everyone coming out of corona as barista,[],2020-03-20 16:04:50
507,Jacksonville,"RT @BenjaminDiskin: Rapunzel was quarantined in her home in the kingdom of Corona. Congrats, everybody! We're all Disney princesses!",[],2020-03-20 16:04:50
508,"Willis, TX","RT @oxojessicaa: Idc I’m telling my kids I survived 
- 9/11
- 2012 
- ww3 
- Ebola 
-corona virus 
- Donald Trump
- toilet paper shortage
-…",[],2020-03-20 16:04:50
509,"Karachi, Pakistan",RT @junaidakram83: The very reason we cant afford a Corona lockdown is the same reason we cant afford a war but woh wali baat samajh nahi a…,[],2020-03-20 16:04:50
510,"London, England",RT @r1finesse_: tryna do up cocktails with a sweet one but corona postponed my plans,[],2020-03-20 16:04:51
511,Over the World ,"RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:51
512,"Jodhpur, Rajasthan","RT @ashokgehlot51: Much concerned about Vasundhara ji and her son &amp; MP, Dushyant ji, who also attended a dinner with artist #KanikaKapoor,…","[{'text': 'KanikaKapoor', 'indices': [128, 141]}]",2020-03-20 16:04:51
513,"Khandwa, India",#ShaheenBaghVSJantaCurfew |  They will be responsible for spread of Corona Virus.,"[{'text': 'ShaheenBaghVSJantaCurfew', 'indices': [0, 25]}]",2020-03-20 16:04:51
514,,"RT @BillKristol: Those who could “stand up to Trump and protect the American people...were too worried about their pocketbooks, access, or…",[],2020-03-20 16:04:51
515,Union Teritory J K,"RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:51
516,,RT @joshieyamaguchi: corona sis you leaving by may right? https://t.co/vwDdLhmAwz,[],2020-03-20 16:04:51
517,Canada ,Selfish selfish selfish!! Damn idiots!! Shut the city down!! #coronavirus #COVID19 https://t.co/SvOcxlC7m8,"[{'text': 'coronavirus', 'indices': [61, 73]}, {'text': 'COVID19', 'indices': [74, 82]}]",2020-03-20 16:04:51
518,"India,भारत🇮🇳",RT @manakgupta: UP police to register FIR against #KanikaKapoor for putting others at risk of #Corona @news24tvchannel,"[{'text': 'KanikaKapoor', 'indices': [50, 63]}, {'text': 'Corona', 'indices': [94, 101]}]",2020-03-20 16:04:51
519,,"RT @AGenieSaysWhat: FUCKING SHARE THIS, SHARE THIS SHARE THIS!!!!!",[],2020-03-20 16:04:51
520,,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",[],2020-03-20 16:04:51
521,Based World,RT @iamdesibanks: When you yell corona virus at the party but you playing.,[],2020-03-20 16:04:51
522,"Boston, MA","RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:51
523,United States,"RT @AGenieSaysWhat: FUCKING SHARE THIS, SHARE THIS SHARE THIS!!!!! https://t.co/iGpFDhTcdm",[],2020-03-20 16:04:51
524,India,"Doctor From AIIMS explaining how we are in danger with respect to #Corona.
Anchor cuts in and asks ""Do you think… https://t.co/j7JUuLc5bP","[{'text': 'Corona', 'indices': [66, 73]}]",2020-03-20 16:04:51
525,Bharat,"RT @muglikar_: Commie Keralities want their CM to be PM for 2 months because apparently he is fighting Corona virus in a better way. 😹😹

Th…",[],2020-03-20 16:04:51
526,,"Fight against CORONA. Prestige Shantiniketan Whitefield Bangalore. 
@narendramodi
@AnupamPKher
@SrBachchan… https://t.co/50Qno9QtMv",[],2020-03-20 16:04:51
527,Nigeria,@Alayonimiii And we all are going for Corona General Market...,[],2020-03-20 16:04:51
528,,RT @Vijayabaskarofl: #CoronaInspection: Visited Chennai Central Railway Station to check the Corona Screening Activities. District Collecto…,"[{'text': 'CoronaInspection', 'indices': [21, 38]}]",2020-03-20 16:04:52
529,Ayalur in Palakkad (Kerala),RT @manakgupta: UP police to register FIR against #KanikaKapoor for putting others at risk of #Corona @news24tvchannel,"[{'text': 'KanikaKapoor', 'indices': [50, 63]}, {'text': 'Corona', 'indices': [94, 101]}]",2020-03-20 16:04:52
530,India,RT @smritiirani: Much appreciated @Uppolice dhanyawad @myogiadityanath ji 🙏,[],2020-03-20 16:04:52
531,Philly,It’s cheaper to just die. Omg https://t.co/Ns8x2D5b0w,[],2020-03-20 16:04:52
532,Bharat,RT @rishibagree: @afreenusman1 Dentists doing #corona treatment ????,"[{'text': 'corona', 'indices': [46, 53]}]",2020-03-20 16:04:52
533,Wadi el-Yawant.,"https://t.co/60410jujcr

No fucks given.",[],2020-03-20 16:04:52
534,"overpass, screaming @ the cars","RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",[],2020-03-20 16:04:52
535,"Thousand Oaks, Ca","It’s Corona Virus, you effing aholes. 🤬",[],2020-03-20 16:04:52
536,"Central, LA",Who else thinks Hollywood is gonna make a movie about all this wuhan Chinese corona virus stuff? #ChineseWuhanVirus… https://t.co/Y156oKonTZ,"[{'text': 'ChineseWuhanVirus', 'indices': [97, 115]}]",2020-03-20 16:04:52
537,Kisumu,RT @ItsJacksonKE: Jebel Munene the County Commissioner send Cops to chase away residents who were against a gathering which the ministry of…,[],2020-03-20 16:04:52
538,"New Jersey, USA",RT @hey_ciara: Me once I touch down on my first trip post-corona  https://t.co/5W0uK2qVXD,[],2020-03-20 16:04:52
539,,"RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:52
540,,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,[],2020-03-20 16:04:52
541,,RT @gherbo: WHEN I HEARD KD HAD CORONA VIRUS😔 @nba YALL BETTER GET TO THE BOTTOM OF THIS SHIT ASAP‼️ https://t.co/VpU5Q7tRp5,[],2020-03-20 16:04:52
542,"Delhi, India (दिल से काशी में)","RT @Shehzad_Ind: Long time back this person broke off all relations with me because I revolted against dynasty &amp; @RahulGandhi 

TODAY I BRE…",[],2020-03-20 16:04:52
543,"Washington, DC","RT @meaganmday: Less than a week ago Joe Biden insisted there’s no connection between single-payer healthcare and coronavirus, while Chris…",[],2020-03-20 16:04:52
544,,"@BrianEntin Help the medical Teams ...In order to combat the corona virus, we suggest listening to all three freque… https://t.co/rvD8Ib77iA",[],2020-03-20 16:04:52
545,"Mumbai, Maharashtra","RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:52
546,"Oak Brook, IL","RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:52
547,,RT @MAXMusic: CORONA BEAT CHALLENGE https://t.co/pPrOM06MmB,[],2020-03-20 16:04:52
548,New Orleans,"RT @abbyvesoulis: An uninsured COVID-19 patient just got her medical bill: $34,927.43. @abbyabrams has the story. https://t.co/jOPJJ4VqKG",[],2020-03-20 16:04:52
549,अपनी दुनिया में ,"RT @amitandon: Corona has proven that India's  bigger problem is not illiteracy, it is stupidity of literate people",[],2020-03-20 16:04:52
550,தருமபுர᭄😎,"RT @Vijayabaskarofl: #Corona Awareness: Soap or Hand Sanitizer, what should I use to wash my hands? #IwashedmyHands #WashYourHands #TN_Toge…","[{'text': 'Corona', 'indices': [21, 28]}, {'text': 'IwashedmyHands', 'indices': [100, 115]}, {'text': 'WashYourHands', 'indices': [116, 130]}]",2020-03-20 16:04:52
551,,"RT @theskindoctor13: Shaheen Bagh is still on.

Mosques are open.

MuIIahs are saying Corona won't harm if you read qalma.

Tiktokiye are m…",[],2020-03-20 16:04:52
552,"Arkansas, USA",Are kids or pets more likely to get corona ??,[],2020-03-20 16:04:52
